"Ligand"	"Receptor"	"known"	"Source"	"Databases"	"Evidence"	"PMIDs"
"Sema3c_Nrp2"	"Sema3c"	"Nrp2"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10196546,9331348"
"Sema3c_Plxnd1"	"Sema3c"	"Plxnd1"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15239958"
"Sema3d_Nrp1"	"Sema3d"	"Nrp1"	"novel"	"literature"	"supported"	"15456815"	""
"Sema3e_Nrp1"	"Sema3e"	"Nrp1"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Sema3e_Plxnd1"	"Sema3e"	"Plxnd1"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15550623"
"Sema3f_Nrp1"	"Sema3f"	"Nrp1"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9883722"
"Sema3f_Nrp2"	"Sema3f"	"Nrp2"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15721238,9883722"
"Sema3f_Plxna1"	"Sema3f"	"Plxna1"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Sema3f_Plxna3"	"Sema3f"	"Plxna3"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15721238"
"Sema3g_Nrp2"	"Sema3g"	"Nrp2"	"novel"	"STRING.binding,HPMR.Receptor"	"literature"	"supported"	"19887479"
"Sema4a_Plxnd1"	"Sema4a"	"Plxnd1"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"17318185"
"Sema4b_Dcbld2"	"Sema4b"	"Dcbld2"	"novel"	"literature"	"supported"	"17213806"	""
"Sema4c_Plxnb2"	"Sema4c"	"Plxnb2"	"novel"	"literature"	"supported"	"21122816"	""
"Sema4d_Cd72"	"Sema4d"	"Cd72"	"novel"	"HPRD,STRING.binding,STRING.experiment,HPMR.Ligand"	"literature"	"supported"	"11114375,12882840"
"Sema4d_Erbb2"	"Sema4d"	"Erbb2"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15210733"
"Sema4d_Met"	"Sema4d"	"Met"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12198496"
"Sema4d_Plxnb1"	"Sema4d"	"Plxnb1"	"known"	"HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10520995,12198496,11937491"
"Sema4d_Plxnb2"	"Sema4d"	"Plxnb2"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15330859"
"Sema4f_Nrp2"	"Sema4f"	"Nrp2"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9856463"
"Sema4g_Plxnb2"	"Sema4g"	"Plxnb2"	"novel"	"literature"	"supported"	"21122816"	""
"Sema5a_Met"	"Sema5a"	"Met"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15218527"
"Sema5a_Plxnb3"	"Sema5a"	"Plxnb3"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15218527"
"Sema6a_Plxna2"	"Sema6a"	"Plxna2"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"18327254"
"Sema6a_Plxna4"	"Sema6a"	"Plxna4"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"20606624"
"Sema6d_Kdr"	"Sema6d"	"Kdr"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"14977921"
"Sema6d_Plxna1"	"Sema6d"	"Plxna1"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"14977921"
"Sema6d_Trem2"	"Sema6d"	"Trem2"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16715077"
"Sema6d_Tyrobp"	"Sema6d"	"Tyrobp"	"novel"	"literature"	"supported"	"16715077"	""
"Sema7a_Itga1"	"Sema7a"	"Itga1"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7377534"
"Sema7a_Itgb1"	"Sema7a"	"Itgb1"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7377534"
"Sema7a_Plxnc1"	"Sema7a"	"Plxnc1"	"known"	"HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10520995"
"Serpina1b_Lrp1"	"Serpina1b"	"Lrp1"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8626456,15131125"
"Serpina7_Slc16a2"	"Serpina7"	"Slc16a2"	"novel"	"HPRD,"	"literature"	"supported"	"12871948"
"Serpinc1_Gpc1"	"Serpinc1"	"Gpc1"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Serpinc1_Lrp1"	"Serpinc1"	"Lrp1"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8626456,14596620"
"Serpinc1_Sdc2"	"Serpinc1"	"Sdc2"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"1315572"
"Serpine1_Itgav"	"Serpine1"	"Itgav"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Serpine1_Itgb5"	"Serpine1"	"Itgb5"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Serpine1_Lrp1"	"Serpine1"	"Lrp1"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15001579"
"Serpine1_Lrp2"	"Serpine1"	"Lrp2"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8344937"
"Serpine1_Plaur"	"Serpine1"	"Plaur"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Serpine2_Lrp1"	"Serpine2"	"Lrp1"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"14596620"
"Serping1_Lrp1"	"Serping1"	"Lrp1"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9388254"
"Serping1_Sele"	"Serping1"	"Sele"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"14568956"
"Serping1_Selp"	"Serping1"	"Selp"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"14568956"
"Sfrp1_Fzd2"	"Sfrp1"	"Fzd2"	"novel"	"STRING.binding,HPMR.Receptor"	"literature"	"supported"	"6172602"
"Sfrp1_Fzd6"	"Sfrp1"	"Fzd6"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"10347172"
"Sftpa1_Cd93"	"Sftpa1"	"Cd93"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"9476117"
"Sftpd_Ly96"	"Sftpd"	"Ly96"	"novel"	"STRING.binding,HPMR.Receptor"	"putative "	""	""
"Sftpd_Tlr4"	"Sftpd"	"Tlr4"	"novel"	"STRING.binding,HPMR.Receptor"	"putative "	""	""
"Shank1_Abca1"	"Shank1"	"Abca1"	"novel"	"HPRD,HPMR.Ligand"	"literature"	"supported"	"16192279"
"Shank1_Sstr2"	"Shank1"	"Sstr2"	"novel"	"HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10551867,11087996"
"Shbg_Cd177"	"Shbg"	"Cd177"	"novel"	"HPRD,"	"literature"	"supported"	"15862967"
"Shbg_Cldn4"	"Shbg"	"Cldn4"	"novel"	"HPRD,"	"literature"	"supported"	"15862967"
"Shbg_Slc37a1"	"Shbg"	"Slc37a1"	"novel"	"HPRD,"	"literature"	"supported"	"15862967"
"Shh_Boc"	"Shh"	"Boc"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"17086203"
"Shh_Cdon"	"Shh"	"Cdon"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"17086203"
"Shh_Gpc5"	"Shh"	"Gpc5"	"novel"	"STRING.binding,HPMR.Ligand"	"literature"	"supported"	"21339334"
"Shh_Hhip"	"Shh"	"Hhip"	"known"	"HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10050855"
"Shh_Lrp2"	"Shh"	"Lrp2"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"22340494"
"Shh_Ptch1"	"Shh"	"Ptch1"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9811851,16867986"
"Shh_Ptch2"	"Shh"	"Ptch2"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9811851"
"Shh_Smo"	"Shh"	"Smo"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16867986"
"Slit1_Gpc1"	"Slit1"	"Gpc1"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10364234"
"Slit1_Robo1"	"Slit1"	"Robo1"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10433822"
"Slit1_Sdc1"	"Slit1"	"Sdc1"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10433822"
"Slit2_Dcc"	"Slit2"	"Dcc"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Slit2_Gpc1"	"Slit2"	"Gpc1"	"known"	"HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10364234,11375980,10364234"
"Slit2_Robo1"	"Slit2"	"Robo1"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10102268"
"Slit2_Robo2"	"Slit2"	"Robo2"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15130495,10102268"
"Slit2_Robo4"	"Slit2"	"Robo4"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15894287"
"Slit2_Sdc1"	"Slit2"	"Sdc1"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10102268,15130495"
"Slit3_Robo2"	"Slit3"	"Robo2"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11754167"
"Slpi_Cd4"	"Slpi"	"Cd4"	"novel"	"STRING.binding,"	"putative "	""	""
"Sorbs1_Insr"	"Sorbs1"	"Insr"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11374898"
"Sorbs1_Itga1"	"Sorbs1"	"Itga1"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Sorbs1_Itgb5"	"Sorbs1"	"Itgb5"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Sost_Lrp5"	"Sost"	"Lrp5"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15778503"
"Sost_Lrp6"	"Sost"	"Lrp6"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15778503"
"Spink1_Egfr"	"Spink1"	"Egfr"	"novel"	"STRING.binding,HPMR.Receptor"	"literature"	"supported"	"21368222"
"Spink1_Nrsn1"	"Spink1"	"Nrsn1"	"novel"	"HPRD,"	"literature"	"supported"	"1870127"
"Spint1_St14"	"Spint1"	"St14"	"novel"	"HPRD,STRING.binding,"	"literature"	"supported"	"10373425"
"Spon2_Gm49368"	"Spon2"	"Gm49368"	"novel"	"STRING.binding,HPMR.Receptor"	"putative "	""	""
"Spon2_Itgb2"	"Spon2"	"Itgb2"	"novel"	"STRING.binding,HPMR.Receptor"	"putative "	""	""
"Spp1_Cd44"	"Spp1"	"Cd44"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10657301,12377945"
"Spp1_Itga4"	"Spp1"	"Itga4"	"novel"	"literature"	"supported"	"19417209"	""
"Spp1_Itga5"	"Spp1"	"Itga5"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7592829"
"Spp1_Itga9"	"Spp1"	"Itga9"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10593924"
"Spp1_Itgav"	"Spp1"	"Itgav"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10835423"
"Spp1_Itgb1"	"Spp1"	"Itgb1"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10593924"
"Spp1_S1pr1"	"Spp1"	"S1pr1"	"novel"	"literature"	"supported"	"9488656"	""
"Sst_Sstr1"	"Sst"	"Sstr1"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8769372,9784130,8769372,9650799,10598788,9600011,15333679,7988476,11520208,9724791,1346068"
"Sst_Sstr2"	"Sst"	"Sstr2"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8702767,9784130,8769372,9650799,10598788,15333679,7988476,11520208,9724791,9652348,1346068"
"Sst_Sstr3"	"Sst"	"Sstr3"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8769372,9784130,8769372,9650799,10598788,15333679,7988476,11520208,9724791,8097479,9600011,1337145"
"Sst_Sstr4"	"Sst"	"Sstr4"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8769372,9784130,8769372,9650799,10598788,9600011,15333679,7988476,11520208,9724791,8100352"
"Sst_Sstr5"	"Sst"	"Sstr5"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8769372,9784130,8769372,9650799,10598788,9600011,15333679,7988476,11520208,9724791,9652348,7908405"
"Sytl3_Nrxn1"	"Sytl3"	"Nrxn1"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"11243866"
"Tac1_Tacr1"	"Tac1"	"Tacr1"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7557266,12548712,11786503,8985159,1311270,9190866,8702757,15265501,12548712"
"Tac1_Tacr2"	"Tac1"	"Tacr2"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12954451,7961636,11786503,9190866,7682062,11137709,7961636,10189055"
"Tac1_Tacr3"	"Tac1"	"Tacr3"	"known"	"HPMR,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9272936,1312036,9190866,11226387"
"Tac2_Tacr1"	"Tac2"	"Tacr1"	"known"	"HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8925404,9190866,12727971"
"Tac2_Tacr2"	"Tac2"	"Tacr2"	"known"	"HPMR,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8925404,9190866,7682062,7961636,10189055"
"Tac2_Tacr3"	"Tac2"	"Tacr3"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7557266,8990205,1312036,2176308,9190866,11226387,8990205,10189055,10866201"
"Tac4_Tacr1"	"Tac4"	"Tacr1"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11062498,15224188,11786503"
"Tac4_Tacr2"	"Tac4"	"Tacr2"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11786503"
"Tac4_Tacr3"	"Tac4"	"Tacr3"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11786503"
"Tcn2_Cnr1"	"Tcn2"	"Cnr1"	"novel"	"STRING.binding,HPMR.Receptor"	"putative "	""	""
"Tcn2_Lrp2"	"Tcn2"	"Lrp2"	"novel"	"STRING.binding,HPMR.Receptor"	"putative "	""	""
"Tctn1_Tmem67"	"Tctn1"	"Tmem67"	"novel"	"literature"	"supported"	"21725307"	""
"Tdgf1_Acvr1b"	"Tdgf1"	"Acvr1b"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11909953"
"Tdgf1_Acvr1c"	"Tdgf1"	"Acvr1c"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11485994"
"Tdgf1_Acvr2a"	"Tdgf1"	"Acvr2a"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12682303"
"Tdgf1_Acvr2b"	"Tdgf1"	"Acvr2b"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Tdgf1_Gpc1"	"Tdgf1"	"Gpc1"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Tfpi_F3"	"Tfpi"	"F3"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Tfpi_Lrp1"	"Tfpi"	"Lrp1"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8824219"
"Tfpi_Sdc4"	"Tfpi"	"Sdc4"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Tfpi_Vldlr"	"Tfpi"	"Vldlr"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11278667"
"Trf_Gpr162"	"Trf"	"Gpr162"	"novel"	"STRING.binding,HPMR.Ligand"	"putative "	""	""
"Trf_Tfr2"	"Trf"	"Tfr2"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11027676"
"Trf_Tfrc"	"Trf"	"Tfrc"	"known"	"HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"6270680,12210842,6268632,16354665"
"Tgfa_Egfr"	"Tgfa"	"Egfr"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"3018723,12297049"
"Tgfa_Erbb2"	"Tgfa"	"Erbb2"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10918572"
"Tgfa_Erbb3"	"Tgfa"	"Erbb3"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Tgfa_Erbb4"	"Tgfa"	"Erbb4"	"novel"	"HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10918572"
"Tgfb1_Acvrl1"	"Tgfb1"	"Acvrl1"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10716993"
"Tgfb1_Cav1"	"Tgfb1"	"Cav1"	"novel"	"STRING.binding,HPMR.Ligand"	"putative "	""	""
"Tgfb1_Cd109"	"Tgfb1"	"Cd109"	"novel"	"STRING.binding,HPMR.Ligand"	"putative "	""	""
"Tgfb1_Cxcr4"	"Tgfb1"	"Cxcr4"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Tgfb1_Eng"	"Tgfb1"	"Eng"	"novel"	"HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12015308"
"Tgfb1_Itgav"	"Tgfb1"	"Itgav"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11970960"
"Tgfb1_Itgb6"	"Tgfb1"	"Itgb6"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10025398"
"Tgfb1_Itgb8"	"Tgfb1"	"Itgb8"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11970960"
"Tgfb1_Sdc2"	"Tgfb1"	"Sdc2"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"14976204"
"Tgfb1_Tgfbr1"	"Tgfb1"	"Tgfbr1"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12809600,8235612"
"Tgfb1_Tgfbr2"	"Tgfb1"	"Tgfbr2"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12809600,10716993,7935686"
"Tgfb1_Tgfbr3"	"Tgfb1"	"Tgfbr3"	"known"	"DLRP,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7935686"
"Tgfb2_Acvr1"	"Tgfb2"	"Acvr1"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Tgfb2_Eng"	"Tgfb2"	"Eng"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12015308"
"Tgfb2_Tgfbr1"	"Tgfb2"	"Tgfbr1"	"known"	"DLRP,HPMR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12809600,11157754"
"Tgfb2_Tgfbr2"	"Tgfb2"	"Tgfbr2"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12809600,8106553,11157754"
"Tgfb2_Tgfbr3"	"Tgfb2"	"Tgfbr3"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12809600,11157754"
"Tgfb3_Acvrl1"	"Tgfb3"	"Acvrl1"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11850637,10187774"
"Tgfb3_Eng"	"Tgfb3"	"Eng"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9872992"
"Tgfb3_Tgfbr1"	"Tgfb3"	"Tgfbr1"	"known"	"DLRP,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11850637,12060054,12607775"
"Tgfb3_Tgfbr2"	"Tgfb3"	"Tgfbr2"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11850637,11382746,12729750,8106553"
"Tgfb3_Tgfbr3"	"Tgfb3"	"Tgfbr3"	"known"	"DLRP,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11382746"
"Tgm2_Itga4"	"Tgm2"	"Itga4"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Tgm2_Itga9"	"Tgm2"	"Itga9"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Tgm2_Itgb1"	"Tgm2"	"Itgb1"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10684262"
"Tgm2_Itgb3"	"Tgm2"	"Itgb3"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10684262"
"Tgm2_Sdc4"	"Tgm2"	"Sdc4"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"23499501"
"Tgm2_Tbxa2r"	"Tgm2"	"Tbxa2r"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Tg_Asgr1"	"Tg"	"Asgr1"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12477859"
"Tg_Lrp2"	"Tg"	"Lrp2"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9492085"
"Thbs1_Cd36"	"Thbs1"	"Cd36"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"1379600,10772961,10487979"
"Thbs1_Cd47"	"Thbs1"	"Cd47"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11980922,9169439,8550562,10397731"
"Thbs1_Itga2b"	"Thbs1"	"Itga2b"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"2478219"
"Thbs1_Itga3"	"Thbs1"	"Itga3"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10196234"
"Thbs1_Itga4"	"Thbs1"	"Itga4"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"14699013"
"Thbs1_Itga6"	"Thbs1"	"Itga6"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12909644"
"Thbs1_Itgb1"	"Thbs1"	"Itgb1"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15292271"
"Thbs1_Itgb3"	"Thbs1"	"Itgb3"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"2478219"
"Thbs1_Lrp1"	"Thbs1"	"Lrp1"	"novel"	"HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9045712,14991768"
"Thbs1_Lrp5"	"Thbs1"	"Lrp5"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7775583"
"Thbs1_Scarb1"	"Thbs1"	"Scarb1"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Thbs1_Sdc1"	"Thbs1"	"Sdc1"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11257118"
"Thbs1_Sdc4"	"Thbs1"	"Sdc4"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Thbs1_Tnfrsf11b"	"Thbs1"	"Tnfrsf11b"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15799029"
"Thbs2_Cd47"	"Thbs2"	"Cd47"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8550562"
"Thbs2_Itga4"	"Thbs2"	"Itga4"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"14699013"
